22.5 15.0 1.0
52.5 15.0 1.0
75.0 15.0 1.0
105.0 15.0 1.0
157.5 15.0 1.0
187.5 15.0 1.0
210.0 15.0 1.0
240.0 15.0 1.0
292.5 15.0 1.0
322.5 15.0 1.0
345.0 15.0 1.0
375.0 15.0 1.0
