7.5 15.0 1.0
37.5 15.0 1.0
90.0 15.0 1.0
120.0 15.0 1.0
142.5 15.0 1.0
172.5 15.0 1.0
225.0 15.0 1.0
255.0 15.0 1.0
277.5 15.0 1.0
307.5 15.0 1.0
360.0 15.0 1.0
390.0 15.0 1.0
